id,name,type,race,archetype,atk,def,level,cardmarket,tcgplayer,ebay,amazon,coolstuffinc
15480588,armored lizard,Normal Monster,Reptile,0,1500,1200,4,0.08,0.18,1.49,0.99,0.25
16246527,armored rat,Normal Monster,Beast,0,950,1100,3,0.0,0.0,9.99,8.47,0.0
17535588,armored starfish,Normal Monster,Aqua,0,850,1400,4,0.02,0.18,2.7,0.25,0.25
17170970,armored white bear,Effect Monster,Beast,0,1800,1400,4,0.17,0.18,0.99,0.65,0.25
20277860,armored zombie,Normal Monster,Zombie,0,1500,0,3,0.07,0.21,0.99,0.25,0.25
73333463,armoroid,Effect Monster,Machine,Roid,2700,2000,8,0.1,0.11,0.99,0.25,0.49
29071332,armory arm,Synchro Monster,Machine,0,1800,1200,4,0.82,1.75,1.99,15.48,2.99
38960450,armory call,Trap Card,Normal,0,0,0,0,0.02,0.07,0.99,0.98,0.49
22493812,army ant token,Token,Insect,0,500,1200,4,0.0,0.0,0.0,0.5,0.0
29687169,"arnis, the empowered warrior",Effect Monster,Warrior,Empowered Warrior,1700,1200,4,0.06,0.22,2.5,0.25,0.25
5050644,aroma garden,Spell Card,Field,Aroma,0,0,0,0.55,0.75,5.0,0.84,1.99
29189613,aroma gardening,Spell Card,Continuous,Aroma,0,0,0,0.14,0.22,18.95,0.94,0.49
21452275,aroma jar,Flip Effect Monster,Rock,Aroma,500,400,1,0.37,0.75,2.3,1.8,1.49
300202007,aroma strategy,Skill Card,Mai,0,0,0,0,0.18,0.18,0.99,0.25,0.39
85967160,aromage bergamot,Effect Monster,Plant,Aroma,2400,1800,6,1.84,1.67,1.44,1.99,2.99
22174866,aromage cananga,Effect Monster,Plant,Aroma,1400,1000,3,0.21,0.51,0.99,0.59,0.49
96789758,aromage jasmine,Effect Monster,Plant,Aroma,100,1900,2,0.75,1.02,1.99,1.91,1.99
14169843,aromage laurel,Effect Monster,Plant,Aroma,800,0,1,0.09,0.23,0.99,1.03,0.49
40663548,aromage marjoram,Effect Monster,Plant,Aroma,2000,1600,5,0.12,0.19,2.95,1.03,0.49
58569561,aromage rosemary,Effect Monster,Plant,Aroma,1800,700,4,0.2,0.82,0.99,0.99,1.99
16759958,aromaseraphy angelica,Tuner Monster,Plant,Aroma,0,0,1,0.36,0.79,1.94,0.84,1.99
21200905,aromaseraphy jasmine,Link Monster,Plant,Aroma,1800,0,0,3.21,4.01,5.5,6.17,7.99
38148100,aromaseraphy rosemary,Synchro Monster,Plant,Aroma,2000,900,5,1.12,1.49,2.49,2.3,2.99
79656239,aromaseraphy sweet marjoram,Synchro Monster,Plant,Aroma,2200,2000,6,0.4,0.74,1.69,1.49,0.99
34172284,"aron, the ogdoadic king",Effect Monster,Reptile,Abhyss,2500,2800,8,4.72,2.9,1.89,2.75,2.99
69296555,array of revealing light,Spell Card,Field,0,0,0,0,0.39,0.23,0.99,0.2,0.25
29508346,arrivalrivals,Spell Card,Quick-Play,0,0,0,0,0.24,0.26,4.0,1.17,0.25
365213,arrive in light,Spell Card,Continuous,Stardust,0,0,0,1.52,1.39,2.45,5.99,1.99
42364374,arsenal bug,Effect Monster,Insect,0,2000,2000,3,0.12,0.19,0.99,0.2,0.25
55348096,arsenal robber,Trap Card,Normal,0,0,0,0,0.18,0.19,0.99,0.98,0.25
85489096,arsenal summoner,Flip Effect Monster,Spellcaster,Guardian,1600,1600,4,0.02,0.35,1.7,1.98,0.49
34755994,"artemis, the magistus moon maiden",Link Monster,Spellcaster,Magistus,800,0,0,9.0,11.7,15.98,1.03,15.99
11475049,artifact achilleshield,Effect Monster,Fairy,Artifact,1500,2200,5,0.08,0.19,0.99,0.25,0.25
85080444,artifact aegis,Effect Monster,Fairy,Artifact,1200,2500,5,0.08,0.13,0.99,0.25,0.49
12697630,artifact beagalltach,Effect Monster,Fairy,Artifact,1400,2100,5,0.02,0.21,1.25,0.25,0.25
84268896,artifact caduceus,Effect Monster,Fairy,Artifact,1600,2400,5,0.16,0.2,0.99,0.89,0.25
8873112,artifact chakram,Effect Monster,Fairy,Artifact,1900,2000,5,0.13,0.11,0.99,0.25,0.49
7480763,artifact dagda,Link Monster,Fairy,Artifact,1500,0,0,7.71,9.77,12.95,12.95,11.99
69840739,artifact durendal,XYZ Monster,Fairy,Artifact,2400,2100,5,0.15,0.16,1.0,2.9,0.99
48086335,artifact failnaught,Effect Monster,Fairy,Artifact,2000,1600,5,0.12,0.17,1.25,0.25,0.25
29223325,artifact ignition,Spell Card,Quick-Play,Artifact,0,0,0,0.39,1.02,2.35,3.01,0.99
47863787,artifact labrys,Effect Monster,Fairy,Artifact,2300,1000,5,0.12,0.17,1.25,0.25,0.49
34267821,artifact lancea,Effect Monster,Fairy,Artifact,1700,2300,5,0.45,0.72,2.0,1.31,1.49
80237445,artifact mjollnir,Effect Monster,Fairy,Artifact,1300,1800,5,0.06,0.08,0.99,12.99,0.25
85103922,artifact moralltach,Effect Monster,Fairy,Artifact,2100,1400,5,0.53,1.54,3.74,6.42,1.49
12444060,artifact sanctum,Trap Card,Normal,Artifact,0,0,0,0.99,3.61,4.2,6.72,4.99
20292186,artifact scythe,Effect Monster,Fairy,Artifact,2200,900,5,0.17,0.16,2.15,2.14,0.79
69304426,artifact vajra,Effect Monster,Fairy,Artifact,1800,1900,5,0.08,0.06,0.99,1.31,0.49
56611470,artifacts unleashed,Spell Card,Quick-Play,Artifact,0,0,0,0.09,0.15,0.99,0.25,0.49
7913375,artillery catapult turtle,Effect Monster,Aqua,Gaia The Fierce Knight,1000,2000,4,0.24,0.2,0.99,1.6,0.49
21223277,"artorigus, king of the noble knights",XYZ Monster,Warrior,Noble Knight,2000,2000,4,2.53,2.42,9.0,5.53,2.99
71821687,"ascator, dawnwalker",Effect Monster,Spellcaster,0,2300,1500,5,7.5,0.47,1.78,0.7,2.99
88301833,ascending soul,Spell Card,Continuous,0,0,0,0,0.12,0.17,2.95,0.25,0.25
37910722,ascension sky dragon,Synchro Monster,Dragon,0,0,3000,10,0.23,0.37,1.99,1.25,0.39
27821104,asceticism of the six samurai,Spell Card,Quick-Play,Six Samurai,0,0,0,0.2,0.84,1.45,1.25,0.99
14558127,ash blossom & joyous spring,Tuner Monster,Zombie,0,0,1800,3,16.65,25.01,28.99,30.44,25.99
80993256,ashura king,XYZ Monster,Warrior,0,2100,0,3,0.99,2.24,3.49,3.49,3.99
46815301,"askaan, the bicorned ghoti",Synchro Monster,Fish,Ghoti,2700,0,8,0.06,0.07,0.99,0.25,0.25
99657399,asleep at the switch,Trap Card,Normal,0,0,0,0,0.08,0.08,0.99,0.25,0.25
85771020,asmo token,Token,Fairy,Darklord,1800,1300,5,0.0,0.0,0.0,0.25,0.0
88190790,assault armor,Spell Card,Equip,0,0,0,0,0.14,0.51,0.99,1.98,0.79
3431737,assault beast,Effect Monster,Beast-Warrior,Assault Mode,1900,1200,4,0.52,1.6,3.59,4.74,1.99
23338098,assault blackwing - chidori the rain sprinkling,Synchro Monster,Winged Beast,Blackwing,2600,2000,7,1.04,0.57,2.16,1.17,0.79
70456282,assault blackwing - kunai the drizzle,Effect Monster,Winged Beast,Blackwing,2100,1600,5,0.23,0.2,9.99,1.0,0.39
80773359,assault blackwing - onimaru the divine thunder,Synchro Monster,Winged Beast,Blackwing,3000,2000,12,0.41,0.76,1.75,1.45,1.49
16051717,assault blackwing - raikiri the rain shower,Synchro Monster,Winged Beast,Blackwing,2600,2000,7,4.47,2.47,2.89,4.64,2.99
17994645,assault blackwing - sayo the rain hider,Synchro Monster,Winged Beast,Blackwing,800,100,2,0.27,0.22,2.0,0.25,0.25
53389254,assault blackwing - sohaya the rain storm,Synchro Monster,Winged Beast,Blackwing,1500,2000,5,0.09,0.22,0.99,0.25,0.25
76407432,assault counter,Trap Card,Counter,Assault Mode,0,0,0,0.16,0.22,1.29,0.25,0.25
72714226,assault dog,Effect Monster,Beast,0,1200,800,4,0.11,0.09,0.99,0.98,0.25
77036039,assault mercenary,Effect Monster,Warrior,Assault Mode,1800,300,4,0.09,0.15,0.99,0.25,0.25
80280737,assault mode activate,Trap Card,Normal,Assault Mode,0,0,0,0.1,0.67,3.95,2.27,0.79
88332693,assault mode zero,Spell Card,Quick-Play,Assault Mode,0,0,0,0.03,0.11,0.99,0.2,0.25
62633180,assault on ghq,Trap Card,Normal,0,0,0,0,0.09,0.2,1.75,1.49,0.49
93469007,assault overload,Spell Card,Quick-Play,Assault Mode,0,0,0,0.07,0.23,0.99,0.2,0.49
74431740,assault reboot,Trap Card,Normal,Assault Mode,0,0,0,0.1,0.12,3.49,0.25,0.49
56252810,assault revival,Spell Card,Quick-Play,Assault Mode,0,0,0,0.19,0.1,0.99,0.25,0.25
39015,assault sentinel,Effect Monster,Beast-Warrior,0,1600,800,4,0.07,0.17,0.99,0.2,0.25
40012727,assault slash,Trap Card,Normal,Assault Mode,0,0,0,0.05,0.16,1.5,0.25,0.25
87043568,assault spirits,Trap Card,Normal,0,0,0,0,0.08,0.13,0.99,0.28,0.25
29863101,assault teleport,Spell Card,Normal,Assault Mode,0,0,0,0.1,0.3,1.25,0.25,0.49
29311166,assault wyvern,Effect Monster,Dragon,0,1800,1100,4,0.2,0.42,3.5,0.38,0.99
69170403,astra ghouls,Effect Monster,Zombie,0,0,2000,5,0.02,0.08,0.99,0.88,0.25
37053871,astral barrier,Trap Card,Continuous,0,0,0,0,0.07,0.14,1.7,0.25,0.25
64591429,astral kuriboh,Effect Monster,Fiend,Kuriboh,100,100,1,4.43,4.57,4.49,5.75,4.99
69852487,astraltopia,Effect Monster,Warrior,Utopic,0,0,4,0.14,0.12,0.99,0.25,0.25
76794549,astrograph sorcerer,Pendulum Effect Monster,Spellcaster,Magician,2500,2000,7,1.82,0.45,2.24,0.25,1.99
2134346,asura priest,Spirit Monster,Fairy,0,1700,1200,4,1.74,1.99,4.79,4.96,2.99
88236094,aswan apparition,Effect Monster,Fiend,0,500,500,3,0.07,0.16,1.14,0.25,0.25
66719533,asymmetaphys,Spell Card,Continuous,Metaphys,0,0,0,2.89,1.24,2.0,3.71,1.99
6112401,at one with the sword,Trap Card,Normal,X-Saber,0,0,0,0.05,0.12,0.99,0.9,0.25
48964966,athena,Effect Monster,Fairy,0,2600,800,7,0.16,0.3,3.99,0.97,0.39
8078366,atlantean attack squad,Effect Monster,Sea Serpent,Atlantean,1400,0,3,0.12,0.17,0.99,0.2,0.25
74311226,atlantean dragoons,Effect Monster,Sea Serpent,Atlantean,1800,0,4,0.58,0.84,3.6,5.88,0.79
37104630,atlantean heavy infantry,Effect Monster,Sea Serpent,Atlantean,0,1600,2,4.46,4.6,5.95,14.99,4.99
706925,atlantean marksman,Effect Monster,Sea Serpent,Atlantean,1400,0,3,1.08,1.91,3.95,2.16,2.99
26976414,atlantean pikeman,Normal Monster,Sea Serpent,Atlantean,1400,0,2,0.02,0.09,0.99,0.25,0.25
87340664,atomic firefly,Effect Monster,Insect,0,100,200,1,0.2,0.27,1.47,1.8,0.39
92361635,atomic scrap dragon,Synchro Monster,Dragon,Scrap,3200,2400,10,1.1,0.59,5.39,5.49,0.0
79875526,attachment cybern,Effect Monster,Dragon,Cyber,1600,800,3,0.12,0.11,0.99,0.89,0.25
63689843,attack and receive,Trap Card,Normal,0,0,0,0,0.03,0.14,1.09,1.19,0.25
31175914,attack gainer,Tuner Monster,Warrior,0,0,0,1,0.41,0.64,2.25,1.19,0.99
3103067,attack guidance armor,Trap Card,Normal,0,0,0,0,0.0,0.0,48.97,0.29,0.0
84389640,attack of the cornered rat,Trap Card,Continuous,0,0,0,0,0.11,0.05,0.99,0.25,0.25
68786330,attack pheromones,Spell Card,Continuous,0,0,0,0,0.09,0.16,1.25,0.25,0.49
91989718,attack reflector unit,Trap Card,Normal,Cyber Dragon,0,0,0,0.09,0.27,1.35,1.11,0.39
83715234,attack the moon!,Spell Card,Continuous,0,0,0,0,0.1,0.15,1.99,0.99,0.25
85352446,attention!,Trap Card,Normal,0,0,0,0,0.06,0.18,0.99,0.25,0.25
46083380,attraffic control,Spell Card,Continuous,0,0,0,0,0.1,0.13,0.99,0.25,0.25
59048135,augmented heraldry,Spell Card,Field,Heraldic,0,0,0,0.11,0.15,0.99,0.25,0.25
4709881,auram the world chalice blademaster,Link Monster,Cyberse,World Chalice,2000,0,0,0.17,0.19,5.0,0.75,0.49
7183277,"aurkus, lightsworn druid",Effect Monster,Beast-Warrior,Lightsworn,1200,1800,3,0.1,0.25,2.5,4.0,0.25
22386234,aurora paragon,Effect Monster,Fairy,0,1500,1000,4,0.1,0.45,1.56,0.98,0.39
70089580,aurora wing,Effect Monster,Winged Beast,0,1200,1600,4,0.11,0.15,0.99,0.2,0.49
62803464,aussa the earth channeler,Effect Monster,Spellcaster,Charmer,1850,1500,5,0.02,0.52,1.75,0.79,1.99
37970940,aussa the earth charmer,Flip Effect Monster,Spellcaster,Charmer,500,1500,3,0.13,0.11,0.99,1.13,0.25
97661969,"aussa the earth charmer, immovable",Link Monster,Spellcaster,0,1850,0,0,0.14,0.12,0.99,1.13,0.39
58990631,automatic laser,Trap Card,Normal,Koa'ki Meiru,0,0,0,0.06,0.14,0.99,0.25,0.25
71453557,autonomous action unit,Spell Card,Equip,0,0,0,0,0.16,0.17,0.99,0.99,0.25
80250185,autorokket dragon,Effect Monster,Dragon,Rokket,1600,1000,3,0.1,0.16,0.99,0.25,0.25
29139104,avalanching aussa,Effect Monster,Spellcaster,0,800,1500,4,0.19,0.22,1.98,0.92,0.49
82140600,avalon,Trap Card,Normal,Noble Knight,0,0,0,0.18,0.18,1.99,0.99,0.25
99284890,avatar of the pot,Effect Monster,Rock,Greed,1200,1300,3,0.29,0.3,3.99,0.51,0.25
91420202,avendread savior,Link Monster,Zombie,Vendread,1600,0,0,3.25,3.94,6.99,4.99,4.99
69514125,avenging knight parshath,Synchro Monster,Fairy,Parshath,2600,2100,8,4.27,6.77,19.5,24.99,6.99
17469113,"avida, rebuilder of worlds",Effect Monster,Cyberse,World Legacy,3500,3500,11,0.1,0.12,0.99,0.25,0.49
82832464,awakening of nephthys,Trap Card,Continuous,Nephthys,0,0,0,0.17,0.19,0.99,0.45,0.25
12877076,awakening of the crystal lord,Spell Card,Quick-Play,Crystal,0,0,0,0.0,0.0,1.0,0.25,0.0
62256492,awakening of the possessed,Spell Card,Continuous,Charmer,0,0,0,0.15,0.16,1.39,0.94,0.25
74426895,awakening of the possessed - gagigobyte,Effect Monster,Reptile,Possessed,2000,200,5,0.04,0.04,1.49,0.49,0.49
92652813,awakening of the possessed - greater inari fire,Effect Monster,Pyro,Possessed,2000,200,5,0.06,0.15,0.99,0.25,0.49
65268179,awakening of the possessed - nefariouser archfiend,Effect Monster,Beast,Possessed,2000,200,5,0.17,0.13,0.99,0.25,0.49
410904,awakening of the possessed - rasenryu,Effect Monster,Dragon,Possessed,2000,200,5,0.08,0.07,1.39,0.25,0.49
53701259,awakening of the sacred beasts,Trap Card,Continuous,Sacred Beast,0,0,0,1.39,2.83,2.35,0.25,4.99
84914462,axe dragonute,Effect Monster,Dragon,0,2000,1200,4,0.04,0.13,1.39,0.25,0.25
40619825,axe of despair,Spell Card,Equip,Archfiend,0,0,0,0.4,1.12,4.95,4.86,1.49
19578592,axe of fools,Spell Card,Equip,0,0,0,0,0.09,0.22,4.95,1.03,0.25
48305365,axe raider,Normal Monster,Warrior,0,1700,1150,4,0.03,0.13,0.99,2.33,0.39
42969214,aye-iron,Effect Monster,Machine,0,1600,1800,4,0.16,0.09,0.99,0.25,0.25
42502956,ayers rock sunrise,Spell Card,Normal,0,0,0,0,0.11,0.09,1.45,0.99,0.49
75081613,"aztekipede, the worm warrior",Effect Monster,Insect,Worm,1900,400,4,1.29,0.81,2.74,1.55,2.99
40908371,azure-eyes silver dragon,Synchro Monster,Dragon,0,2500,3000,9,0.32,0.51,5.95,4.48,0.99
77411244,b-buster drake,Union Effect Monster,Machine,ABC,1500,1800,4,0.73,0.76,3.49,4.85,2.99
89832901,b. dragon jungle king,Normal Monster,Dragon,0,2100,1800,6,0.0,0.0,2.5,2.69,0.0
975299,b.e.f. zelos,Spell Card,Field,B.E.S.,0,0,0,0.11,0.13,0.99,0.2,0.49
14148099,b.e.s. big core,Effect Monster,Machine,B.E.S.,2300,1100,6,0.23,0.25,1.47,2.29,0.49
75937826,b.e.s. big core mk-2,Effect Monster,Machine,B.E.S.,2400,1100,6,0.36,0.44,2.99,2.29,0.39
82821760,b.e.s. big core mk-3,Effect Monster,Machine,B.E.S.,2700,1900,8,0.23,0.19,1.47,0.25,0.49
84257883,b.e.s. blaster cannon core,Effect Monster,Machine,B.E.S.,2500,3000,9,0.08,0.08,0.99,0.2,0.25
15317640,b.e.s. covered core,Effect Monster,Machine,B.E.S.,2500,800,7,15.45,0.58,10.0,1.5,15.99
22790789,b.e.s. crystal core,Effect Monster,Machine,B.E.S.,2100,1000,5,1.03,0.6,74.99,1.72,0.49
44954628,b.e.s. tetran,Effect Monster,Machine,B.E.S.,1800,2300,6,15.59,0.88,2.49,1.54,9.99
67073561,baba barber,Link Monster,Fiend,0,200,0,0,0.06,0.1,0.99,0.25,0.49
88819587,baby dragon,Normal Monster,Dragon,0,1200,700,3,0.07,0.29,6.95,0.83,0.39
40380686,baby mudragon,Tuner Monster,Dragon,0,0,200,1,0.1,0.06,0.99,3.99,0.49
92729410,baby raccoon ponpoko,Effect Monster,Beast,0,800,0,2,0.12,0.21,0.99,0.84,0.49
28118128,baby raccoon tantan,Flip Effect Monster,Beast,0,0,800,2,0.08,0.19,1.29,0.2,0.49
12533811,baby tiragon,XYZ Monster,Dragon,0,900,900,1,0.08,0.17,0.99,0.99,0.39
36042004,babycerasaurus,Effect Monster,Dinosaur,0,500,500,2,0.15,0.26,3.25,0.36,0.49
83272895,bachibachibachi,Effect Monster,Insect,0,800,800,3,0.02,0.18,0.99,0.2,0.49
47453433,back to square one,Spell Card,Normal,0,0,0,0,0.06,0.14,1.29,0.25,0.25
59919307,back to the front,Trap Card,Normal,0,0,0,0,0.14,0.1,0.99,0.39,0.25
68833958,back-up rider,Spell Card,Normal,0,0,0,0,0.02,0.03,1.09,0.25,0.25
82705573,backfire,Trap Card,Continuous,0,0,0,0,0.08,0.14,0.99,0.25,0.25
84976088,background dragon,Effect Monster,Dragon,0,1600,1800,5,0.03,0.05,0.99,0.25,0.25
71172240,backlinker,Effect Monster,Cyberse,0,1600,0,3,0.04,0.11,0.99,0.25,0.25
32603633,backs to the wall,Trap Card,Normal,Six Samurai,0,0,0,0.02,0.16,0.99,0.25,0.25
97947705,backup operator,Effect Monster,Cyberse,0,1200,800,3,0.07,0.13,0.99,0.25,0.25
63528891,backup secretary,Effect Monster,Cyberse,0,1200,800,3,0.04,0.07,0.99,0.69,0.25
36280194,backup soldier,Trap Card,Normal,0,0,0,0,0.05,0.15,0.99,0.79,0.25
28486799,backup squad,Spell Card,Continuous,0,0,0,0,0.07,0.17,0.99,0.71,0.25
97677329,backup supervisor,Link Monster,Cyberse,0,1200,0,0,0.08,0.18,0.99,0.99,0.25
89328238,backup team,Trap Card,Normal,0,0,0,0,0.03,0.05,0.99,0.25,0.49
95637655,backup warrior,Effect Monster,Warrior,0,2100,0,5,0.2,0.21,1.99,0.25,0.49
82593786,bacon saver,Effect Monster,Zombie,0,700,600,2,0.06,0.13,0.99,0.2,0.25
46253216,bad aim,Trap Card,Normal,0,0,0,0,0.05,0.13,0.99,0.25,0.49
76004142,bad luck blast,Trap Card,Normal,0,0,0,0,0.17,0.12,0.99,0.25,0.49
40633297,bad reaction to simochi,Trap Card,Continuous,0,0,0,0,0.73,0.76,1.95,4.72,0.99
53318263,"bahalutiya, the grand radiance",Effect Monster,Dragon,0,2000,2400,7,1.74,1.28,64.99,0.25,2.99
440556,bahamut shark,XYZ Monster,Sea Serpent,0,2600,2100,4,0.2,0.21,0.99,0.25,0.49
7165085,bait doll,Spell Card,Normal,0,0,0,0,0.05,0.24,1.09,0.25,0.25
67443336,balance of judgment,Trap Card,Normal,0,0,0,0,0.14,0.23,1.79,1.0,0.39
8567955,balancer lord,Effect Monster,Cyberse,0,1700,1200,4,0.29,0.9,1.64,0.5,0.79
242146,ballista of rampart smashing,Spell Card,Equip,0,0,0,0,0.08,0.09,0.99,0.25,0.25
80584548,ballista squad,Trap Card,Normal,0,0,0,0,0.12,0.13,0.99,0.25,0.25
39892082,balloon lizard,Effect Monster,Reptile,0,500,1900,4,0.13,0.14,1.09,0.2,0.25
28062325,bamboo scrap,Trap Card,Normal,0,0,0,0,0.04,0.1,0.99,0.2,0.25
300103003,bandit,Skill Card,Keith,0,0,0,0,0.87,0.41,2.5,0.5,0.49
61528025,banisher of the light,Effect Monster,Fairy,0,100,2000,3,0.12,0.26,0.99,4.5,0.39
94853057,banisher of the radiance,Effect Monster,Fairy,0,1600,0,3,0.18,0.52,3.49,4.99,0.79
87112784,banishment of the darklords,Spell Card,Normal,Darklord,0,0,0,0.86,2.28,4.05,1.99,1.99
10012614,banner of courage,Spell Card,Continuous,0,0,0,0,0.02,0.07,0.99,1.5,0.25
48814566,banquet of millions,Trap Card,Normal,0,0,0,0,0.22,0.08,0.99,1.03,0.49
55705473,baobaboon,Effect Monster,Plant,0,1200,1000,3,0.08,0.15,0.99,0.75,0.25
81992475,"barbar, malebranche of the burning abyss",Effect Monster,Fiend,Burning Abyss,1700,1000,3,0.29,0.42,1.27,0.59,0.39
54702678,"barbaroid, the ultimate battle machine",Fusion Monster,Machine,Roid,4000,4000,12,10.37,2.35,2.99,11.97,2.99
97769122,barian's chaos draw,Spell Card,Normal,Seven Emperors,0,0,0,0.16,0.17,0.99,0.69,0.79
30761649,bariantopia,Spell Card,Field,Barian's,0,0,0,1.32,0.0,1.25,0.0,0.0
41925941,bark of dark ruler,Trap Card,Normal,0,0,0,0,0.05,0.12,0.99,0.25,0.25
11813722,barkion's bark,Spell Card,Normal,Naturia,0,0,0,0.27,0.35,0.99,0.99,0.25
86325596,baron of the fiend sword,Normal Monster,Fiend,0,1550,800,4,0.2,0.56,1.99,0.69,0.25
84815190,baronne de fleur,Synchro Monster,Warrior,Fleur,3000,2400,10,83.25,101.25,96.99,113.7,109.99
6840573,barox,Fusion Monster,Fiend,0,1380,1530,5,19.94,9.62,11.99,19.99,13.99
51369889,barrage blast,Trap Card,Continuous,Train,0,0,0,0.16,0.09,0.99,1.29,0.25
78783370,barrel behind the door,Trap Card,Counter,0,0,0,0,1.22,1.08,2.39,3.08,1.99
81480461,barrel dragon,Effect Monster,Machine,0,2600,2200,7,0.09,0.12,3.0,44.99,0.39
67841515,barrel lily,Normal Monster,Plant,0,1100,600,3,0.0,0.0,4.75,79.99,0.0
10476868,barrel rock,Normal Monster,Rock,0,1000,1300,4,0.0,0.0,10.0,6.99,0.0
13117073,barricadeborg blocker,Link Monster,Machine,0,1000,0,0,0.15,0.21,1.75,0.25,0.49
89127526,barrier resonator,Tuner Monster,Fiend,Resonator,300,800,1,0.19,0.23,1.45,0.2,0.39
84478195,barrier statue of the abyss,Effect Monster,Fiend,0,1000,1000,4,0.09,0.19,0.99,0.83,0.39
19740112,barrier statue of the drought,Effect Monster,Rock,0,1000,1000,4,0.09,0.26,0.99,1.28,0.49
46145256,barrier statue of the heavens,Effect Monster,Fairy,0,1000,1000,4,0.21,0.23,0.99,0.6,0.49
47961808,barrier statue of the inferno,Effect Monster,Pyro,0,1000,1000,4,0.13,0.18,1.0,0.83,0.39
73356503,barrier statue of the stormwinds,Effect Monster,Winged Beast,0,1000,1000,4,0.7,1.25,2.9,3.42,1.99
10963799,barrier statue of the torrent,Effect Monster,Aqua,0,1000,1000,4,0.23,0.52,0.99,0.8,0.25
96700602,barrier wave,Trap Card,Normal,0,0,0,0,0.11,0.15,0.99,0.2,0.25
69167267,basal rose shoot,Spell Card,Quick-Play,Rose Dragon,0,0,0,0.12,0.12,4.25,54.99,0.39
88610708,bashing shield,Spell Card,Equip,0,0,0,0,0.14,0.59,6.0,4.95,0.99
89091579,basic insect,Normal Monster,Insect,0,500,700,2,0.04,0.18,3.6,0.25,0.25
81344637,"basilius, familiar of the evil eye",Effect Monster,Fiend,Evil Eye,400,2000,3,0.07,0.1,0.99,0.25,0.25
72076281,bat,Normal Monster,Machine,0,300,350,1,0.0,0.0,0.99,0.99,0.0
61181383,battery charger,Spell Card,Normal,Batteryman,0,0,0,0.18,0.45,1.0,1.59,0.25
60549248,batteryman 9-volt,Effect Monster,Thunder,Batteryman,1000,1000,4,0.25,0.18,0.99,0.25,0.49
63142001,batteryman aa,Effect Monster,Thunder,Batteryman,0,0,3,0.02,0.4,4.0,0.99,0.25
47346845,batteryman aaa,Effect Monster,Thunder,Batteryman,0,0,4,0.17,0.25,0.99,1.38,0.25
19733961,batteryman c,Effect Monster,Thunder,Batteryman,0,0,2,0.08,0.19,4.0,0.25,0.25
83446909,batteryman charger,Effect Monster,Thunder,Batteryman,1800,1200,5,0.15,0.29,3.25,0.29,0.25
55401221,batteryman d,Effect Monster,Thunder,Batteryman,0,1900,1,0.23,0.23,1.19,1.3,0.25
74730899,batteryman fuel cell,Effect Monster,Thunder,Batteryman,2100,0,6,0.61,0.8,2.0,2.54,1.49
19441018,batteryman industrial strength,Effect Monster,Thunder,Batteryman,2600,0,8,0.4,1.75,1.99,2.23,2.99
56839613,batteryman micro-cell,Flip Effect Monster,Thunder,Batteryman,100,100,1,0.19,0.29,0.99,0.99,0.99
44586426,batteryman solar,Effect Monster,Thunder,Batteryman,1500,1500,4,0.12,0.49,1.15,1.48,0.99
44586427,batteryman token,Token,Thunder,Batteryman,0,0,1,0.0,0.0,1.75,4.19,0.0
22047978,battle break,Trap Card,Normal,0,0,0,0,0.08,0.16,0.99,0.25,0.25
10389143,battle eagle token,Token,Machine,0,2000,0,6,0.0,0.0,0.0,1.18,0.0
19665973,battle fader,Effect Monster,Fiend,0,0,0,1,0.27,0.44,59.99,1.65,0.49
48094997,battle footballer,Normal Monster,Machine,0,1000,2100,4,0.06,0.23,0.99,0.99,0.25
43225434,battle fusion,Spell Card,Quick-Play,0,0,0,0,0.11,0.15,1.79,1.0,0.25
60534585,battle instinct,Trap Card,Normal,0,0,0,0,0.16,0.17,0.99,0.2,0.25
31245780,battle mania,Trap Card,Normal,0,0,0,0,0.21,0.79,7.0,2.52,0.99
46570372,battle of sleeping spirits,Spell Card,Quick-Play,0,0,0,0,0.1,0.0,1.0,2.01,0.0
60530944,battle of the elements,Trap Card,Normal,0,0,0,0,0.05,0.24,1.46,1.47,0.39
5053103,battle ox,Normal Monster,Beast-Warrior,0,1700,1000,4,0.02,0.13,0.99,1.03,0.25
65433790,battle royal mode - joining,Spell Card,Continuous,0,0,0,0,0.47,0.0,1.25,1.29,0.0
74752631,battle shogun of the six samurai,Link Monster,Warrior,Six Samurai,1000,0,0,0.51,0.12,0.99,0.52,0.49
18246479,battle steer,Normal Monster,Beast-Warrior,0,1800,1300,5,0.14,0.27,5.5,0.2,0.25
64178868,battle survivor,Effect Monster,Warrior,0,1600,800,4,0.02,0.04,0.99,0.25,0.49
71652522,battle teleportation,Trap Card,Normal,0,0,0,0,0.15,0.05,0.99,0.32,0.49
5052212,battle tuned,Spell Card,Quick-Play,0,0,0,0,0.13,0.17,0.99,0.75,0.25
15629801,battle waltz,Spell Card,Normal,0,0,0,0,0.1,0.21,0.99,0.2,0.25
55550921,battle warrior,Normal Monster,Warrior,0,700,1000,3,0.18,0.35,4.99,0.5,0.25
94463200,battle-scarred,Trap Card,Continuous,Archfiend,0,0,0,0.08,0.16,1.09,0.98,0.25
40424929,battlecruiser dianthus,XYZ Monster,Plant,0,2100,1800,3,0.11,0.15,1.49,0.25,0.25
42228966,battlefield tragedy,Spell Card,Continuous,0,0,0,0,0.0,0.0,0.99,0.0,0.0
